colorstim,corrAnswer,congruency,wordstim,StrialsLoop.thisRepN,StrialsLoop.thisTrialN,StrialsLoop.thisN,StrialsLoop.thisIndex,KeypressTime.keys,KeypressTime.corr,KeypressTime.rt,date,frameRate,expName,session,participant,X
red,r,0,yellow,0,0,0,5,r,1,1.56887986072239,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
blue,b,0,red,0,1,1,10,b,1,0.5703172617425,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
blue,b,1,blue,0,2,2,7,b,1,0.496236717490081,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
red,r,1,red,0,3,3,0,r,1,1.13092275678086,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
red,r,1,red,0,4,4,2,r,1,0.844539737224605,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
green,g,0,yellow,0,5,5,23,g,1,1.02225483716201,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
yellow,y,1,yellow,0,6,6,13,y,1,0.828353073653785,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
red,r,1,red,0,7,7,1,r,1,0.378352672616716,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
green,g,1,green,0,8,8,19,g,1,0.868302870545099,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
green,g,0,blue,0,9,9,21,g,1,1.08785935508981,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
green,g,1,green,0,10,10,18,g,1,0.478117023767095,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
green,g,1,green,0,11,11,20,g,1,0.353847255807566,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
blue,b,0,yellow,0,12,12,11,b,1,0.750098632786468,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
yellow,y,1,yellow,0,13,13,12,y,1,0.404751172476109,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
yellow,y,0,green,0,14,14,15,y,1,1.02130862146568,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
red,r,0,green,0,15,15,3,r,1,0.758473059851278,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
blue,b,0,green,0,16,16,9,b,1,0.866399291007638,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
yellow,y,0,blue,0,17,17,16,y,1,0.194469502039991,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
green,g,0,red,0,18,18,22,g,1,0.766770769576642,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
red,r,0,blue,0,19,19,4,r,1,0.920916004163868,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
blue,b,1,blue,0,20,20,8,b,1,0.373002481865044,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
blue,b,1,blue,0,21,21,6,b,1,0.920679851677292,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
yellow,y,1,yellow,0,22,22,14,y,1,0.505865728477558,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
yellow,y,0,red,0,23,23,17,y,1,0.235618862996366,2013_Sep_18_1426,60.0095859581,StroopExample,1,4,NA
